smiles,dipole,homo_lumo,electrons,energy,mask_1,mask_2,mask_3,mask_4
CCCCCC(N)C(O)(c1ccccc1)c1ccccc1,2.95,9.048,112.0,-26.15348,1,1,1,1
CNC[C@H](O)c1ccc(O)c(O)c1,3.306,8.794,72.0,-112.72548,1,1,1,1
CCNC1=Nc2ccc(Cl)cc2C(c2ccccc2)S1,4.096,7.748,102.0,47.88594,1,1,1,1
CCN(CC)CCNC(=O)COc1ccc(OC)cc1.[Cl-].[H+],,,,,0,0,0,0
CCCCOC(=O)C(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,5.633,9.365,176.0,-266.41525,1,1,1,1
O.c1cncc(CC2(Cc3ccncc3)c3cccnc3-c3ncccc32)c1,3.205,8.137,138.0,115.44247,1,1,1,1
COc1ccccc1OCC(O)COC(N)=O,1.324,8.892999999999999,94.0,-188.91943,1,1,1,1
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O.[Ca+2],14.434,7.0489999999999995,180.0,-262.46587,1,1,1,1
CN=C(Cc1ccc2ccccc2c1)[NH2+]C.[Cl-],3.699,8.338,90.0,13.7152,1,1,1,1
C1CCCCC1,0.0,14.944,36.0,-27.43328,1,1,1,1
COc1ccc2c3c1OC1C(OC(C)=O)=CCC4C(C2)N(C)CCC314,2.374,8.512,132.0,-111.90023,1,1,1,1
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,6.406,6.826,322.0,-454.27246,1,1,1,1
Nc1ccc(N=Nc2ccccc2)c(N)n1,2.272,7.478999999999999,80.0,91.42499,1,1,1,1
C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-],11.495,7.324,140.0,-86.22201,1,1,1,1
CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](N=Cc3ccco3)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,2.757,8.516,162.0,-144.68042,1,1,1,1
CCCC[C@@H]1CC(=O)[C@]2(O)O[C@@H]3[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@H]3O[C@@H]2O1,2.888,9.062000000000001,150.0,-309.76337,1,1,1,1
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,2.759,7.824000000000001,94.0,-80.87274,1,1,1,1
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,6.026,8.508000000000001,138.0,-214.48399,1,1,1,1
CCCCCCCCCC1(C)OCC(COC(N)=O)O1,2.617,10.7,118.0,-229.00969,1,1,1,1
CN(C)CCOC(c1ccccc1)c1ccccc1C(C)(C)C,2.017,8.917,124.0,-19.49862,1,1,1,1
O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1,1.943,8.38,146.0,67.29935,1,1,1,1
O=c1ncnc2[nH][nH]cc1-2,7.691,8.033,50.0,55.25876,1,1,1,1
Clc1cccc(Cl)c1NC1=NCCO1,0.579,8.527000000000001,74.0,-9.29686,1,1,1,1
O=c1[nH]c2ccccc2c(=O)n1CCCN1CCN(c2cccc(Cl)c2)CC1,4.257,7.449,146.0,-42.87369,1,1,1,1
CNCCOC(c1ccccc1)c1ccccc1C,0.648,9.190000000000001,100.0,-3.81284,1,1,1,1
CN1CCC2=C(CC1)c1cc(C#N)ccc1Sc1ccccc12,2.599,7.731000000000001,114.0,91.59918,1,1,1,1
CN(C)CCN(C)n1cc(-c2ccccc2)c2ccccc21,2.763,8.074,114.0,85.43097,1,1,1,1
CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@H](C(C)N)CC[C@H]2N)[C@H](O)[C@@H]1N(C)C(=O)CN,3.621,10.347,164.0,-275.85404,1,1,1,1
COc1cc(/C=C/C(=O)N2CCCCCCC2)cc(OC)c1OC,2.74,8.606,132.0,-132.69887,1,1,1,1
O=C1NC(CCCl)Oc2ccccc21,2.941,8.933,74.0,-71.37546,1,1,1,1
COc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1Cc1ccc(F)cc1,3.083,8.508,156.0,-168.44274,1,1,1,1
CCOC(=O)C(c1c(O)oc2ccccc2c1=O)c1c(O)oc2ccccc2c1=O,4.093,8.633999999999999,152.0,-240.33493,1,1,1,1
O=C1CCC(=O)N1CC1CCC2CN(c3ncccn3)CCN2C1,2.905,8.619,128.0,-46.49519,1,1,1,1
Cc1ccc(Cc2cnc(NCCCCc3ncc(Br)cc3C)[nH]c2=O)cn1,5.074,8.402,146.0,12.40771,1,1,1,1
CN(C)CCC(c1ccccc1)C1CCCCC1,1.127,9.07,100.0,-9.43954,1,1,1,1
CC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,1.888,7.467,120.0,10.16467,1,1,1,1
CCCC(O)Cl,2.54,11.559999999999999,38.0,-81.37918,1,1,1,1
O=C1CCNc2ccc(Cl)cc2N1c1ccccc1,3.889,8.077,96.0,12.87986,1,1,1,1
O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,6.385,8.584,182.0,-64.12735,1,1,1,1
CC[C@H](NC(=O)c1c(OCCCC(=O)O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,3.153,8.137,178.0,-97.37629,1,1,1,1
O=C1NC(=O)C(CC2CCCCN2)(c2ccccc2)C(=O)N1,2.864,8.459,116.0,-107.84589,1,1,1,1
CC(C)(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,5.275,8.499,140.0,-175.17449,1,1,1,1
C[C@H](N)C(=O)c1ccccc1,3.097,8.801,58.0,-17.36607,1,1,1,1
CNCCCC1(c2ccccc2)OC(C)(C)c2ccccc21,2.515,9.052,116.0,-15.7337,1,1,1,1
CCC(=O)O[C@]1(C(=O)SCCl)[C@H](C)C[C@H]2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,5.072,8.616999999999999,188.0,-305.17488,1,1,1,1
C[C@@H]1N=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2NC1=O,2.723,8.332,116.0,9.241,1,1,1,1
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,6.022,7.0280000000000005,304.0,-400.81722,1,1,1,1
CNC(=O)NC(O)C(Cl)(Cl)Cl,4.155,9.768,66.0,-120.38895,1,1,1,1
CNCCCC1(C)CN(c2ccccc2)c2ccccc21,2.641,8.171,110.0,38.05165,1,1,1,1
c1ccc2c(c1)CCc1ccccc1N2C1CN2CCC1CC2,1.827,8.434000000000001,118.0,52.12973,1,1,1,1
FC(Br)C(F)(F)F,1.836,10.217,44.0,-202.1352,1,1,1,1
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,3.01,8.989,114.0,-114.32654,1,1,1,1
Cc1ccccc1,0.647,9.743,36.0,13.19617,1,1,1,1
CCS(=O)(=O)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,2.908,8.348,142.0,-116.49502,1,1,1,1
O=c1[nH]oc2c1CCNC2,2.743,9.260000000000002,54.0,-22.33498,1,1,1,1
Cc1cc(C(C)(C)SC(C)(C)CNc2[nH]ccc2[N+](=O)[O-])nc(C)c1C,11.348,8.043000000000001,142.0,-12.96721,1,1,1,1
C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)/C(=C(/N)O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.O,2.679,7.920999999999999,178.0,-304.13081,1,1,1,1
CC1(C)CN(CCN2CCN(c3cccc(Cl)c3)C2=O)C1,5.194,8.721,114.0,-17.83442,1,1,1,1
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,3.052,7.84,90.0,-104.83582,1,1,1,1
CCC(C(N)=O)N1CCCC1=O,3.0,10.268,68.0,-107.31358,1,1,1,1
CCCC(C)C1(CCSC)C(=O)NC(=S)NC1=O,3.021,7.36,102.0,-99.14261,1,1,1,1
CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,1.516,9.436,156.0,-245.51344,1,1,1,1
Cc1c[nH+][o+]c(C([NH])CC(C)C(C)(C)N(C(C)(C)C)C(C)(N)N)c1[O-],1.274,7.629,144.0,3.33734,1,1,1,1
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)[O-])c3ccsc3)C(=O)N2[C@H]1C(=O)[O-].[Na+].[Na+],,,,,0,0,0,0
Cn1nnnc1SCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSC(F)(F)F)[C@H]2SC1.[Na+],9.672,7.471,158.0,-267.87364,1,1,1,1
CNC1CCC(c2ccccc2)c2ccccc21,0.994,9.141,92.0,37.57119,1,1,1,1
CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,3.782,8.264999999999999,106.0,-23.43663,1,1,1,1
COCC1CN=C(c2ccccc2Cl)c2cc(Br)ccc2N1C,4.023,8.108,120.0,27.02386,1,1,1,1
CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,5.734,8.998999999999999,190.0,-283.36488,1,1,1,1
COC1CC(O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](O)[C@@H](C)C(=O)[C@@]3(CO3)C[C@H](C)[C@H](OC3OC(C)CC(N(C)C)C3O)[C@H]2C)OC(C)C1O,7.017,9.619000000000002,278.0,-565.58062,1,1,1,1
O=C1NC(=O)[C@@]2(CCN(C(=O)Cc3ccc(Cl)c(Cl)c3)[C@@H](CN3CCCC3)C2)N1,4.705,8.253,156.0,-123.45334,1,1,1,1
CN1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1,3.758,8.249,132.0,-43.14692,1,1,1,1
Cc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1,1.177,8.259,138.0,-105.10448,1,1,1,1
CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,9.66,9.395,210.0,-371.38524,1,1,1,1
CC(C)O,1.94,13.514000000000001,26.0,-65.35336,1,1,1,1
O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,2.72,7.937000000000001,176.0,-451.13154,1,1,1,1
CNCCCN1Cc2ccccc2Cc2ccccc21,2.95,8.354000000000001,104.0,45.73656,1,1,1,1
OCCCN1CCN(CCCC2c3ccccc3Sc3ccc(Cl)cc32)CC1,5.936,7.746,150.0,-19.25094,1,1,1,1
C/C(=C(/CCOC(=O)c1ccccc1)SS/C(CCOC(=O)c1ccccc1)=C(\C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,6.27,7.507,282.0,-162.44442,1,1,1,1
CC(=O)Nc1ccc(OC(=O)[C@@H]2CCC(=O)N2)cc1,4.34,8.620999999999999,100.0,-148.67433,1,1,1,1
CCCC1(C)COB(c2ccc(C)cc2)OC1,2.396,8.838000000000001,92.0,-158.42369,1,1,1,1
Cc1c(O)c(=O)ccn1CCCO,7.834,8.424999999999999,72.0,-106.51994,1,1,1,1
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3CC(C=O)=C4C=C(OCCCl)CCC4(C)[C@@]3(F)C(O)CC12C,4.979,8.546000000000001,216.0,-396.56782,1,1,1,1
OCCN1CCN([C@@H]2C[C@@H](c3ccc(F)cc3)c3ccc(C(F)(F)F)cc32)CC1,2.649,8.174,156.0,-200.33411,1,1,1,1
CCC1(CC)C(=O)NC(=O)N(C)C1=O,1.527,10.254,78.0,-151.85185,1,1,1,1
CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,6.063,7.209,106.0,88.08518,1,1,1,1
NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,3.028,8.608,106.0,-101.31728,1,1,1,1
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1ccco1,3.018,8.408,154.0,-205.81789,1,1,1,1
COc1cc(C(=O)/C=C/N2CC=CC2)cc(OC)c1OC,4.89,8.647,112.0,-86.12034,1,1,1,1
CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC,4.472,8.385,120.0,-60.95942,1,1,1,1
CO/N=C(\C(=O)NC1C(=O)N(OCC(=O)O)[C@H]1C)c1csc(N)n1,2.151,7.975999999999999,130.0,-106.77585,1,1,1,1
CCOC(=O)C1(c2ccccc2)CCN(CCCNc2ccccc2)CC1,2.578,8.341999999999999,144.0,-57.04552,1,1,1,1
O=C(NCCN1CCN(c2ncccn2)CC1)C12CC3CC(CC(C3)C1)C2,3.124,8.526,146.0,-24.35995,1,1,1,1
CC(Cc1ccccc1)N(C)Cc1ccco1,1.318,9.081,90.0,6.05724,1,1,1,1
N[C@@H](C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CCC12)c1ccccc1.O,4.65,8.185,134.0,-117.1875,1,1,1,1
Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,3.561,8.951,130.0,-85.42422,1,1,1,1
NCC1OC(OC2C(N)CC(NC(CO)CO)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O,3.769,10.401,224.0,-550.20446,1,1,1,1
ClC=C(Cl)Cl,1.087,9.593,30.0,-3.60472,1,1,1,1
CCCCCCSc1nsnc1C1=CCCN(C)C1,2.797,7.729,106.0,34.83979,1,1,1,1
Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O,3.564,7.82,130.0,-141.99036,1,1,1,1
COc1cccnc1CCCCNc1ncc(Cc2ccc(C)nc2)c(=O)[nH]1.[Cl-].[Cl-].[Cl-].[H+].[H+].[H+],,,,,0,0,0,0
CC(C)(CO)[C@@H](O)C(=O)NCCCC(=O)O,2.376,10.733,94.0,-258.36784,1,1,1,1
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,3.593,9.038,94.0,-248.78481,1,1,1,1
FC(F)OC(Cl)C(F)(F)F,2.038,11.294,62.0,-318.65478,1,1,1,1
C/C=C/C(=O)N(CC)C(CC)C(=O)N(C)C,6.619,8.972999999999999,92.0,-96.02394,1,1,1,1
CC(C)(O)C(C)(O)c1cccc(Cl)c1,4.533,9.497,78.0,-105.04445,1,1,1,1
CC1(C)S[C@@H]2[C@H](NC(=O)C(c3ccccc3)S(=O)(=O)O)C(=O)N2[C@H]1C(=O)O,7.878,8.511,146.0,-250.99272,1,1,1,1
C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC2(C)C1C(=O)CO,6.015,9.334999999999999,154.0,-257.78845,1,1,1,1
COCOC(=O)[C@@H]1N2C(=O)[C@@H](N3C(=O)C(c4ccccc4)NC3(C)C)[C@H]2SC1(C)C,3.149,8.52,162.0,-155.82662,1,1,1,1
OCC(O)C(O)C(O)C(O)CO,4.388,11.689,74.0,-287.21185,1,1,1,1
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC)C1OC,2.688,8.153,168.0,-171.84123,1,1,1,1
OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,5.032,8.452,192.0,-260.48424,1,1,1,1
FC(F)OC(F)(F)C(F)Cl,1.021,11.311,62.0,-316.12109,1,1,1,1
CC1CCCC1,0.11,14.793999999999999,36.0,-26.38705,1,1,1,1
CCCCC1(CCOC(N)=O)C(=O)NC(=O)NC1=O,3.307,10.067,106.0,-246.15512,1,1,1,1
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,1.373,8.998999999999999,116.0,-40.97982,1,1,1,1
C#C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)C1=C(CC(=O)CC1)C[C@H]3C,2.07,10.178999999999998,124.0,-60.15592,1,1,1,1
COc1ccc(C(O)CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1OC,2.033,8.575,168.0,-38.88251,1,1,1,1
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,5.131,8.479,138.0,-187.20237,1,1,1,1
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3O,4.907,7.292999999999999,156.0,-325.84392,1,1,1,1
NC(CO)(CO)CO,2.46,11.928999999999998,50.0,-140.40688,1,1,1,1
C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,3.059,9.905999999999999,104.0,-160.15823,1,1,1,1
CN1CC[C@]23c4c5ccc(O)c4O[C@@]2(C)C(=O)CC[C@H]3[C@H]1C5,4.955,8.665999999999999,116.0,-97.45187,1,1,1,1
CC[C@H](NC(=O)c1c(OCCCN(C)C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,3.392,7.835,180.0,-3.93707,1,1,1,1
C[C@H]1CCCC[C@@]1(c1cccs1)N1CCCCC1,0.701,8.204,100.0,7.89949,1,1,1,1
Cc1nn(C)c2c1N(c1ccccc1)C(=O)CC(=O)N2C,4.774,8.47,108.0,-9.22767,1,1,1,1
CN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21,3.472,8.174,112.0,-66.0604,1,1,1,1
CCC(=O)N(c1ccc(Cl)c(Cl)c1)[C@@H]1CCC[C@H]1N(C)C,1.496,8.238000000000001,116.0,-56.98936,1,1,1,1
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,2.03,10.501,84.0,-160.72113,1,1,1,1
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-].[Na+],7.059,9.219,180.0,-376.65143,1,1,1,1
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,4.301,8.428,110.0,-147.17065,1,1,1,1
CC1(C)O[C@@H]2C[C@H]3C4C[C@H](F)C5=CC(=O)C=CC5(C)[C@@]4(Cl)[C@@H](Cl)CC3(C)[C@]2(C(=O)CCl)O1,6.119,9.293000000000001,176.0,-252.31277,1,1,1,1
C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,4.47,8.057,126.0,-19.52163,1,1,1,1
CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21,14.035,8.804,138.0,-170.812,1,1,1,1
CNC[C@H](O)CC12CCC(c3ccccc31)c1ccccc12,3.106,9.417,114.0,-7.332,1,1,1,1
CN1C(=O)CN2CCc3ccccc3C2c2cc(Cl)ccc21,1.535,8.32,112.0,14.10733,1,1,1,1
O=C(O)CCCCCC[NH2+]C1c2ccccc2CCc2ccccc21.[Cl-],5.15,9.368,140.0,-104.92296,1,1,1,1
NCCCN1c2ccccc2CCc2ccccc21,2.032,8.431,98.0,46.81261,1,1,1,1
CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C.[Cl-].[H+],,,,,0,0,0,0
Nc1nc2ccc(OC(F)(F)F)cc2s1.[Cl-].[H+],,,,,0,0,0,0
COc1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,4.714,7.3100000000000005,116.0,8.75496,1,1,1,1
O=C(NCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1)c1ccc(F)cc1,3.592,8.118,152.0,-85.23594,1,1,1,1
O=C(Nc1ccccc1)OCC1(COC(=O)Nc2ccccc2)CCCC1,4.105,8.849,142.0,-139.95082,1,1,1,1
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)[C@H](O)c4ccccc4)[C@H]3SC2)s1,3.577,7.5409999999999995,162.0,-91.95438,1,1,1,1
O=C(O)CCCCCCCC(=O)O,1.972,11.902,76.0,-220.63227,1,1,1,1
Cc1cc(C)cc(OCC2CNC(=O)O2)c1,4.886,9.302,86.0,-113.54668,1,1,1,1
CN1CCN(C2=Cc3cc(Cl)ccc3/C(=C\C#N)c3ccccc32)CC1,7.671,7.981000000000001,130.0,106.63722,1,1,1,1
CN(C)Cc1ccnc(-c2cccc(NC3N=CC=C3[N+](=O)[O-])c2)c1,2.738,7.090000000000001,128.0,108.07483,1,1,1,1
C=C[C@@H]1CNCC[C@H]1CCCc1ccnc2ccc(OC)cc12,0.944,8.018,122.0,6.48189,1,1,1,1
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,4.46,9.358,154.0,-259.28113,1,1,1,1
Nc1cccc(-n2ccccc2=O)c1,4.154,8.078999999999999,70.0,8.4934,1,1,1,1
CC(COc1ccccc1)NN,2.842,9.217,66.0,-6.09089,1,1,1,1
CC(C)(C)NCC(O)c1ccccc1F,2.468,8.753,84.0,-91.12751,1,1,1,1
CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21,4.936,7.351999999999999,144.0,-40.89171,1,1,1,1
COc1ccc(N2C[C@H](CN3CCC(O)(c4ccc5c(c4)OCO5)CC3)OC2=O)cc1,7.385,8.081000000000001,164.0,-178.37689,1,1,1,1
CN(C)CC(CN1c2ccccc2Sc2ccccc21)N(C)C,4.362,7.434,122.0,56.11753,1,1,1,1
CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2.[Br-],14.887,8.198,140.0,-121.83822,1,1,1,1
C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,3.87,8.636999999999999,88.0,-144.48469,1,1,1,1
CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C,4.134,8.38,168.0,-225.93671,1,1,1,1
Clc1ccc2c(c1)[C@H]1CCNC[C@@H]1c1ccccc1O2,1.255,8.893,102.0,3.52549,1,1,1,1
O=C1CCCN1CCCCN1CCN(c2cc(C(F)(F)F)ccn2)CC1,6.368,8.135,144.0,-175.81822,1,1,1,1
NCCc1ccc(O)c(O)c1,2.985,8.78,60.0,-71.6258,1,1,1,1
Cc1ccc(Cc2ccccc2)c(N2CCNCC2)c1,0.786,8.588,104.0,39.76869,1,1,1,1
CN(C)CCOC(C)(c1ccccc1)c1ccccn1,2.401,8.866000000000001,106.0,6.36729,1,1,1,1
C=CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)NC)c(N)cc1OC,9.112,8.139999999999999,144.0,-133.52316,1,1,1,1
CCC1(c2ccccc2)NCC(=O)NC1=O,2.548,9.689,84.0,-64.28227,1,1,1,1
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O.O,8.593,8.504999999999999,200.0,-315.47992,1,1,1,1
CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12.[Na+],,5.895,152.0,-178.43609,0,1,1,1
C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,1.342,9.789,102.0,-84.0659,1,1,1,1
CCCC(=O)N(C)Cc1c(-c2ccc(Cl)cc2)nc2ccccn12,6.408,8.06,124.0,7.57171,1,1,1,1
O=C(NC(=O)c1ccccc1)NC1CCN(Cc2ccc3ccccc3c2)CC1,6.574,8.267,148.0,-18.71422,1,1,1,1
COc1ccc(C[C@H]2c3cc(OC)c(OC)cc3CC[N@@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@+]2(C)CCc3cc(OC)c(OC)cc3[C@@H]2Cc2ccc(OC)c(OC)c2)cc1OC,,,,,0,0,0,0
CCC(=O)OC1CC(=O)OC(C)C/C=C/C=C\C(O)C(C)CC(CC=O)C(O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@H](OC(=O)CC)[C@@H](C)O3)[C@H](N(C)C)[C@H]2O)C1OC,3.4,9.301,326.0,-692.52087,1,1,1,1
CNCCC=C1c2ccccc2C2CC2c2ccccc21,1.383,8.940000000000001,106.0,91.91583,1,1,1,1
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.[Cl-].[H+],,,,,0,0,0,0
COCCCC/C(=N\OCCN)c1ccc(Cl)cc1,3.119,8.933,106.0,-45.27796,1,1,1,1
COc1ccc(Cl)c2c1CCCC2N(C)C,3.201,8.633,88.0,-38.61228,1,1,1,1
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,5.807,8.509,122.0,-130.89018,1,1,1,1
C#CCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,2.938,8.329,108.0,83.58408,1,1,1,1
CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,4.401,7.805000000000001,96.0,-45.05163,1,1,1,1
c1ccc(-c2cc(CCC3CCNCC3)c3ccccc3n2)cc1,2.877,8.133999999999999,122.0,59.41295,1,1,1,1
Oc1ccc2c(c1)C13CCCCC1C(C2)NCC3,1.469,8.979,96.0,-40.58875,1,1,1,1
CCN(CC)C(=O)CNC(=O)c1cc(OC)c(OC)c(OC)c1,2.62,8.393,128.0,-188.0102,1,1,1,1
O=S(=O)([O-])CCS.[Na+],9.061,8.323,44.0,-186.03296,1,1,1,1
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,4.955,8.694,90.0,-81.28139,1,1,1,1
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,4.412,9.72,172.0,-326.54341,1,1,1,1
CCOC(=O)NNC(C)c1ccccc1,4.054,9.465,82.0,-54.16855,1,1,1,1
CCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,5.992,9.395,176.0,-269.11931,1,1,1,1
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1,4.471,8.358,154.0,-94.9451,1,1,1,1
CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,8.002,9.404,148.0,-144.0192,1,1,1,1
CCCCCCCCCCOc1c(OC)cc(C(N)=O)cc1OC,1.747,8.496,136.0,-181.03447,1,1,1,1
c1ccc2c(c1)cc1n2CCCNC1,2.804,8.402999999999999,72.0,41.20781,1,1,1,1
O=C(O)c1cc(=O)c2cc(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)ccc2o1,1.37,7.904000000000001,174.0,-356.49994,1,1,1,1
